,groundtruth,return,action
253,"(-2, 4, 48, 2, 4, -48, 2, -4, 48)",96.0,"[2, 5, 8, 4, 9]"
254,"(1, 4, 48, 2, 8, 48, -1, 4, -24)",96.0,"[2, 5, 8, 7, 9]"
255,"(-2, -8, -24, -1, -8, -24, -2, -8, 48)",40.0,"[2, 5, 8, 1, 4, 9]"
256,"(2, -4, 48, -2, -8, 24, 2, -8, -24)",70.0,"[2, 5, 8, 7, 9]"
257,"(-2, 8, -48, 2, 4, 24, 1, -8, 48)",76.0,"[2, 5, 8, 1, 9]"
258,"(-2, 4, 24, -1, -8, -24, -2, 4, -48)",22.0,"[2, 5, 8, 4, 7, 9]"
259,"(2, -4, 48, 1, 8, -24, 2, -4, -48)",53.0,"[2, 5, 8, 4, 7, 9]"
260,"(-1, -4, 48, 1, 8, -24, -1, 8, 24)",76.0,"[2, 5, 8, 4, 9]"
261,"(-2, 4, -24, -1, -8, -24, 1, -4, 48)",46.0,"[2, 5, 8, 1, 4, 9]"
262,"(2, 4, -24, -2, 8, -24, -2, -4, -48)",4.0,"[2, 5, 8, 1, 4, 7, 9]"
263,"(-2, -4, 24, 1, 8, -24, -1, 8, -24)",35.0,"[2, 5, 8, 4, 7, 9]"
264,"(-1, -8, 24, 2, -8, 24, 2, 8, 24)",69.0,"[2, 5, 8, 9]"
265,"(-2, 8, -24, 2, 4, -24, -2, -8, 48)",55.0,"[2, 5, 8, 1, 4, 9]"
266,"(2, 8, -48, -2, 4, 24, 2, 4, -24)",31.0,"[2, 5, 8, 1, 7, 9]"
267,"(2, 8, -24, -1, -4, -48, 2, -4, 48)",50.0,"[2, 5, 8, 1, 4, 9]"
268,"(2, 4, 24, -1, -8, 24, 2, 8, -48)",52.0,"[2, 5, 8, 7, 9]"
269,"(2, -4, 48, -1, -8, 48, -1, -8, 48)",141.0,"[2, 5, 8, 9]"
270,"(1, 4, 48, 2, 4, -24, 2, 4, 24)",72.0,"[2, 5, 8, 4, 9]"
271,"(-2, 4, 48, 2, -8, -48, 1, 8, 48)",94.0,"[2, 5, 8, 4, 9]"
272,"(1, -4, -48, -1, 4, -24, 1, 4, -24)",3.0,"[2, 5, 8, 1, 4, 7, 9]"
273,"(-2, -4, 24, 2, 8, -48, 1, -8, 24)",52.0,"[2, 5, 8, 4, 9]"
274,"(2, -8, 48, 2, 4, 48, 2, 8, -48)",100.0,"[2, 5, 8, 7, 9]"
275,"(-2, -4, 48, 2, -4, -48, -1, 8, 48)",94.0,"[2, 5, 8, 4, 9]"
276,"(-1, 4, -24, 1, -4, 48, 2, 4, 24)",72.0,"[2, 5, 8, 1, 9]"
277,"(-2, -4, 48, 1, -8, -48, 1, 8, -24)",52.0,"[2, 5, 8, 4, 7, 9]"
278,"(-2, -4, -48, -1, 4, -24, 2, 4, -48)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
279,"(2, 4, -24, 2, 4, 24, 1, 4, 24)",48.0,"[2, 5, 8, 1, 9]"
280,"(2, 4, 24, 2, 8, -24, -1, -4, -48)",26.0,"[2, 5, 8, 4, 7, 9]"
281,"(-1, -4, 24, -2, -8, 48, -2, 4, 48)",117.0,"[2, 5, 8, 9]"
282,"(2, -8, 24, -2, -8, 48, 1, -8, 24)",93.0,"[2, 5, 8, 9]"
283,"(-2, 4, 24, -1, 4, 48, -1, 4, -48)",72.0,"[2, 5, 8, 7, 9]"
284,"(2, 8, -24, -2, 4, -24, -1, 8, -24)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
285,"(-2, 4, -48, 1, -8, -48, -2, 8, -48)",7.0,"[2, 5, 8, 1, 4, 7, 9]"
286,"(-2, 8, 24, -1, -8, 48, -1, 4, -24)",72.0,"[2, 5, 8, 7, 9]"
287,"(-2, -4, 48, -2, -4, 48, 1, 8, 48)",141.0,"[2, 5, 8, 9]"
288,"(-1, 4, -24, -1, 4, -48, -1, 8, -48)",10.0,"[2, 5, 8, 1, 4, 7, 9]"
289,"(2, -4, 48, -2, 4, 48, -1, 8, -48)",100.0,"[2, 5, 8, 7, 9]"
290,"(-1, -4, -24, 1, 8, -48, -2, -8, -48)",-1.0,"[2, 5, 8, 1, 4, 7, 9]"
291,"(-2, -4, 24, 2, 8, -24, 1, -8, 48)",76.0,"[2, 5, 8, 4, 9]"
292,"(1, -8, 48, 1, 8, 48, -1, 8, 24)",117.0,"[2, 5, 8, 9]"
293,"(-2, 4, -48, 2, -4, 48, -1, -4, 48)",96.0,"[2, 5, 8, 1, 9]"
294,"(2, 4, 48, -1, -8, -24, 1, 8, 24)",67.0,"[2, 5, 8, 4, 9]"
295,"(-1, 8, -48, -1, 4, -48, -2, -4, -48)",4.0,"[2, 5, 8, 1, 4, 7, 9]"
296,"(2, -4, -48, 1, -4, 24, 2, 8, -24)",29.0,"[2, 5, 8, 1, 7, 9]"
297,"(-2, -4, -48, -2, -8, 48, 1, -4, -48)",42.0,"[2, 5, 8, 1, 7, 9]"
298,"(1, -4, 24, 1, -4, 48, -1, 8, 48)",117.0,"[2, 5, 8, 9]"
299,"(-1, 4, 48, -2, -8, 48, -1, -4, -24)",91.0,"[2, 5, 8, 7, 9]"
300,"(-1, 8, -48, -1, 4, 24, -1, 4, -24)",31.0,"[2, 5, 8, 1, 7, 9]"
301,"(-1, 8, 24, 2, 4, -48, -1, -8, 48)",72.0,"[2, 5, 8, 4, 9]"
302,"(2, 8, 24, -2, 4, 48, 1, -4, -24)",69.0,"[2, 5, 8, 7, 9]"
303,"(2, -4, -48, 2, 4, -24, 2, 8, -24)",8.0,"[2, 5, 8, 1, 4, 7, 9]"
304,"(2, -8, 24, -1, -4, -48, 1, -4, -48)",19.0,"[2, 5, 8, 4, 7, 9]"
305,"(-1, -4, 48, -2, -4, -24, -2, -8, 48)",90.0,"[2, 5, 8, 4, 9]"
306,"(1, -4, 48, 2, 4, 48, 1, -4, -24)",93.0,"[2, 5, 8, 7, 9]"
307,"(2, 4, -48, 2, -4, -24, -2, -4, 24)",25.0,"[2, 5, 8, 1, 4, 9]"
308,"(-2, 8, -48, -2, 8, -24, 1, 4, -48)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
309,"(-1, -4, -48, -1, 8, -48, -1, -4, -24)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
310,"(2, -8, -24, 2, -4, 24, 2, 4, 24)",46.0,"[2, 5, 8, 1, 9]"
311,"(-2, -4, 24, 1, 4, -48, -2, 4, -24)",27.0,"[2, 5, 8, 4, 7, 9]"
312,"(-1, 8, 24, 2, -8, -48, -2, 8, 48)",70.0,"[2, 5, 8, 4, 9]"
313,"(2, -8, 48, 2, -8, -24, -1, 8, 24)",70.0,"[2, 5, 8, 4, 9]"
314,"(1, -48, 8, -1, 48, -8, -2, -4, -48)",49.0,"[2, 5, 8, 4, 7, 9]"
315,"(-1, -24, -8, -1, -48, -8, -1, -8, 24)",17.0,"[2, 5, 8, 1, 4, 9]"
316,"(-2, -24, -4, 1, -48, -4, -2, 4, 48)",42.0,"[2, 5, 8, 1, 4, 9]"
317,"(1, -24, -8, 1, 48, 4, -2, 8, 48)",49.0,"[2, 5, 8, 1, 9]"
318,"(-2, 48, 4, 2, 24, -8, -2, -8, 24)",48.0,"[2, 5, 8, 4, 9]"
319,"(1, -48, -4, 2, -48, -8, -2, -8, 24)",22.0,"[2, 5, 8, 1, 4, 9]"
320,"(1, -48, 4, 2, 24, 4, -1, 4, -48)",8.0,"[2, 5, 8, 7, 9]"
321,"(1, 48, -8, 1, 24, -4, 1, 4, 24)",91.0,"[2, 5, 8, 1, 4, 9]"
322,"(1, 48, -4, 1, -24, -8, 2, 8, 24)",68.0,"[2, 5, 8, 1, 4, 9]"
323,"(1, -48, -4, -1, 48, 4, -1, 8, -24)",8.0,"[2, 5, 8, 1, 7, 9]"
324,"(-1, -48, -8, -2, -24, -4, 2, 4, -24)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
325,"(1, -24, 4, -2, 48, -4, 1, 8, 48)",96.0,"[2, 5, 8, 4, 9]"
326,"(-2, 48, -4, 2, -24, 4, 1, 4, -24)",51.0,"[2, 5, 8, 1, 7, 9]"
327,"(1, -48, -4, 2, -24, -8, -2, -4, -48)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
328,"(-2, 24, -4, -2, 24, 8, 2, 8, 48)",76.0,"[2, 5, 8, 1, 9]"
329,"(1, -48, 4, 1, 48, 8, 2, -8, 48)",57.0,"[2, 5, 8, 9]"
330,"(2, 24, 8, 1, 24, -4, 2, 8, -24)",35.0,"[2, 5, 8, 4, 7, 9]"
331,"(-2, 48, -4, 1, 48, 4, 1, -4, 48)",96.0,"[2, 5, 8, 1, 9]"
332,"(-2, 48, 8, -1, -48, -4, -1, 4, -48)",6.0,"[2, 5, 8, 4, 7, 9]"
333,"(-1, -48, -8, 2, 48, -8, -1, -4, -48)",40.0,"[2, 5, 8, 1, 4, 7, 9]"
334,"(2, -48, 4, -1, -48, -8, -2, 8, -48)",6.0,"[2, 5, 8, 4, 7, 9]"
335,"(1, 48, 4, -2, 48, -8, 1, -4, -48)",48.0,"[2, 5, 8, 4, 7, 9]"
336,"(-2, 48, -4, -2, -48, 8, -1, -4, -24)",50.0,"[2, 5, 8, 1, 7, 9]"
337,"(2, 24, 4, -2, -48, 4, 1, 8, -48)",12.0,"[2, 5, 8, 7, 9]"
338,"(1, 48, 4, 1, 24, 8, -2, -8, -48)",6.0,"[2, 5, 8, 7, 9]"
339,"(1, 24, -4, -1, -24, 4, -2, -4, 48)",72.0,"[2, 5, 8, 1, 9]"
340,"(-1, 48, 8, -2, -24, -4, 1, -8, -48)",2.0,"[2, 5, 8, 4, 7, 9]"
341,"(-2, 24, 8, -2, 48, -4, 2, 4, 24)",76.0,"[2, 5, 8, 4, 9]"
342,"(1, -48, -4, 1, -48, -4, -1, -8, -24)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
343,"(-2, -24, 4, 2, -48, -8, 2, 4, -24)",5.0,"[2, 5, 8, 4, 7, 9]"
344,"(-1, -24, -8, 1, 48, 8, 2, -4, -24)",4.0,"[2, 5, 8, 1, 7, 9]"
345,"(-2, -24, -4, -1, 48, 8, -2, 4, 48)",50.0,"[2, 5, 8, 1, 9]"
346,"(-1, 24, -4, 1, 24, -4, 2, 4, 24)",67.0,"[2, 5, 8, 1, 4, 9]"
347,"(-1, 24, 4, 1, -48, -8, -2, 8, 24)",25.0,"[2, 5, 8, 4, 9]"
348,"(2, -24, 4, -1, -48, 8, 2, -8, -48)",10.0,"[2, 5, 8, 7, 9]"
349,"(-2, 24, 4, -1, -48, 4, 2, -8, -48)",6.0,"[2, 5, 8, 7, 9]"
350,"(2, -24, 4, 1, 24, -4, 2, -4, 48)",72.0,"[2, 5, 8, 4, 9]"
351,"(1, 24, -8, 2, 24, -4, 1, 4, 24)",67.0,"[2, 5, 8, 1, 4, 9]"
352,"(2, 48, 4, 1, 48, -8, 1, -4, 48)",96.0,"[2, 5, 8, 4, 9]"
353,"(-1, 48, 8, 2, -48, 8, 2, 8, -48)",20.0,"[2, 5, 8, 7, 9]"
354,"(2, -24, 8, 1, 48, -4, 2, 4, -48)",55.0,"[2, 5, 8, 4, 7, 9]"
355,"(-2, 24, -4, 2, 48, -4, -1, 4, 24)",91.0,"[2, 5, 8, 1, 4, 9]"
356,"(-1, -48, 8, -2, 48, -4, -2, 4, -48)",55.0,"[2, 5, 8, 4, 7, 9]"
357,"(1, 48, -8, 2, -48, 8, -2, -4, -48)",49.0,"[2, 5, 8, 1, 7, 9]"
358,"(-2, -24, 4, 1, -48, -4, -1, 4, 48)",49.0,"[2, 5, 8, 4, 9]"
359,"(2, 24, -4, 2, 48, -4, -2, 4, -24)",70.0,"[2, 5, 8, 1, 4, 7, 9]"
360,"(-2, -48, -8, 2, 48, 4, 2, -8, -24)",-1.0,"[2, 5, 8, 1, 7, 9]"
361,"(2, 48, 8, -1, 48, 8, -1, 8, -24)",20.0,"[2, 5, 8, 7, 9]"
362,"(1, 24, -4, 2, 24, 8, -2, 4, -48)",31.0,"[2, 5, 8, 1, 7, 9]"
363,"(2, 48, -4, -1, 24, -8, -1, -8, -24)",65.0,"[2, 5, 8, 1, 4, 7, 9]"
364,"(2, -48, -8, -1, 24, -4, 2, 8, -48)",28.0,"[2, 5, 8, 1, 4, 7, 9]"
365,"(1, -48, -8, -1, -24, 8, -2, -8, -24)",2.0,"[2, 5, 8, 1, 7, 9]"
366,"(1, -24, 4, -2, 48, 4, 2, 8, 24)",29.0,"[2, 5, 8, 9]"
367,"(1, -48, 4, -1, 48, -8, -1, 8, 48)",96.0,"[2, 5, 8, 4, 9]"
368,"(2, -48, 4, -2, 24, 8, 2, -8, -48)",10.0,"[2, 5, 8, 7, 9]"
369,"(-1, -48, 8, 2, -48, -8, -2, -8, 24)",30.0,"[2, 5, 8, 4, 9]"
370,"(-1, -48, -8, 1, 48, -8, 1, 4, 24)",66.0,"[2, 5, 8, 1, 4, 9]"
371,"(-1, 48, -8, 2, 48, 8, -2, 8, -24)",59.0,"[2, 5, 8, 1, 7, 9]"
372,"(-2, -24, 8, 1, 48, 4, 1, 8, 48)",57.0,"[2, 5, 8, 9]"
373,"(-1, 48, -4, -2, -48, 8, 1, 8, -48)",59.0,"[2, 5, 8, 1, 7, 9]"
374,"(1, -48, 4, 1, -48, 8, 1, 4, -24)",12.0,"[2, 5, 8, 7, 9]"
375,"(-1, -48, -4, -1, 48, -8, -2, -8, 48)",90.0,"[2, 5, 8, 1, 4, 9]"
376,"(1, -24, 4, 2, -48, 4, -2, 8, 48)",53.0,"[2, 5, 8, 9]"
377,"(-1, -48, -4, -2, -48, -8, 2, -4, 24)",16.0,"[2, 5, 8, 1, 4, 9]"
378,"(-1, 48, 8, 2, -24, 4, -1, 4, -48)",12.0,"[2, 5, 8, 7, 9]"
379,"(-2, 24, 8, 2, -48, -8, -2, -8, -48)",3.0,"[2, 5, 8, 4, 7, 9]"
380,"(-1, 24, -4, -1, 24, 8, 2, 8, -24)",35.0,"[2, 5, 8, 1, 7, 9]"
381,"(-2, 48, -8, -1, -24, -4, -2, -4, 48)",90.0,"[2, 5, 8, 1, 4, 9]"
382,"(2, 48, 4, -2, -24, 4, 1, -4, 48)",53.0,"[2, 5, 8, 9]"
383,"(-1, 24, -8, -2, 24, -8, -1, 4, -48)",46.0,"[2, 5, 8, 1, 4, 7, 9]"
384,"(-2, -48, -8, 1, 24, 8, 2, -4, 48)",50.0,"[2, 5, 8, 1, 9]"
385,"(-1, 48, 4, 2, -24, -8, 2, 8, -24)",9.0,"[2, 5, 8, 4, 7, 9]"
386,"(1, 48, 4, -2, -24, -8, 2, -4, 24)",22.0,"[2, 5, 8, 4, 9]"
387,"(-1, -24, 4, -1, 24, 4, -2, 8, 48)",53.0,"[2, 5, 8, 9]"
388,"(1, -24, -4, 1, -48, 4, 2, -8, 24)",25.0,"[2, 5, 8, 1, 9]"
389,"(1, 48, -4, 1, -24, -4, -1, -4, 24)",68.0,"[2, 5, 8, 1, 4, 9]"
390,"(2, 48, -8, -1, -48, 4, -2, 4, 24)",72.0,"[2, 5, 8, 1, 9]"
391,"(1, 24, 4, 1, -48, -8, -1, 8, 48)",49.0,"[2, 5, 8, 4, 9]"
392,"(-2, 24, 8, -2, -48, 4, -1, -8, -24)",7.0,"[2, 5, 8, 7, 9]"
393,"(-1, 24, -4, -2, -24, -4, 1, 8, 24)",41.0,"[2, 5, 8, 1, 4, 9]"
394,"(-1, 24, 8, -1, -48, -8, 1, -8, 24)",27.0,"[2, 5, 8, 4, 9]"
395,"(-1, -48, 8, -2, 24, 8, 1, 4, 48)",61.0,"[2, 5, 8, 9]"
396,"(-1, 24, 4, -2, -24, 4, 2, -4, 48)",53.0,"[2, 5, 8, 9]"
397,"(-2, 48, -4, 1, 24, 8, -2, 4, -24)",55.0,"[2, 5, 8, 1, 7, 9]"
398,"(-2, 24, 4, -1, 24, 8, 2, -4, -24)",10.0,"[2, 5, 8, 7, 9]"
399,"(-1, 24, -8, 1, 24, 4, 1, -8, 48)",72.0,"[2, 5, 8, 1, 9]"
400,"(1, 48, 8, -1, 24, 4, 1, -8, 24)",33.0,"[2, 5, 8, 9]"
401,"(-2, 24, 8, -2, -48, 8, -1, 4, -48)",16.0,"[2, 5, 8, 7, 9]"
402,"(-1, 24, 8, -1, 24, -8, 1, 8, 24)",52.0,"[2, 5, 8, 4, 9]"
403,"(1, -24, -4, 2, -48, -4, 2, 4, -48)",1.0,"[2, 5, 8, 1, 4, 7, 9]"
404,"(-2, -48, -4, 1, -24, -8, 2, 4, -24)",-3.0,"[2, 5, 8, 1, 4, 7, 9]"
405,"(-1, -24, -8, -2, -48, 4, -1, -8, 48)",47.0,"[2, 5, 8, 1, 9]"
406,"(-2, 24, -8, -2, 48, 4, -2, 8, 48)",72.0,"[2, 5, 8, 1, 9]"
407,"(-1, 48, -8, 2, -24, -4, 1, 4, -24)",48.0,"[2, 5, 8, 1, 4, 7, 9]"
408,"(2, 48, 4, -1, -24, -8, 2, -4, 24)",23.0,"[2, 5, 8, 4, 9]"
409,"(-1, -24, -4, 1, -48, -4, -1, -8, -24)",-7.0,"[2, 5, 8, 1, 4, 7, 9]"
410,"(-1, 24, 8, -1, -48, -4, -1, -8, -48)",1.0,"[2, 5, 8, 4, 7, 9]"
411,"(2, 48, -8, 1, 24, -8, -1, 8, 48)",115.0,"[2, 5, 8, 1, 4, 9]"
412,"(-1, -24, 4, 1, 24, -4, -1, 8, 48)",72.0,"[2, 5, 8, 4, 9]"
413,"(-1, 24, -4, -1, 48, 8, 2, -8, 24)",52.0,"[2, 5, 8, 1, 9]"
414,"(-2, -24, -4, 2, -48, 4, -1, -4, -24)",-4.0,"[2, 5, 8, 1, 7, 9]"
415,"(2, 48, -4, -2, 24, 4, -1, 4, -48)",51.0,"[2, 5, 8, 1, 7, 9]"
416,"(-1, 48, 4, -1, 24, 8, -1, -4, 48)",57.0,"[2, 5, 8, 9]"
417,"(-2, 24, -8, -1, 48, -4, -1, -4, 48)",115.0,"[2, 5, 8, 1, 4, 9]"
418,"(1, -24, 4, -1, 48, 4, 1, -4, 48)",53.0,"[2, 5, 8, 9]"
419,"(1, -24, -4, -1, -48, -4, 2, -8, -48)",-4.0,"[2, 5, 8, 1, 4, 7, 9]"
420,"(-1, 24, 8, 2, 48, -4, 1, -8, 48)",100.0,"[2, 5, 8, 4, 9]"
421,"(-1, 48, 8, -1, 48, 8, -2, 4, -24)",16.0,"[2, 5, 8, 7, 9]"
422,"(2, 24, 4, 2, 24, 4, 1, -4, 48)",53.0,"[2, 5, 8, 9]"
423,"(1, -24, 4, -1, 48, 8, 2, 8, -48)",16.0,"[2, 5, 8, 7, 9]"
424,"(-2, 24, 8, 2, -24, -4, -2, -8, 24)",30.0,"[2, 5, 8, 4, 9]"
425,"(-2, 48, -4, -1, -48, -8, -2, 4, -24)",45.0,"[2, 5, 8, 1, 4, 7, 9]"
426,"(-2, -48, -4, 2, -24, -8, -2, 4, 48)",43.0,"[2, 5, 8, 1, 4, 9]"
427,"(2, 48, 4, -1, -48, -4, -2, -4, -48)",-4.0,"[2, 5, 8, 4, 7, 9]"
428,"(-2, -48, 8, -2, 48, -8, -1, -8, 24)",76.0,"[2, 5, 8, 4, 9]"
429,"(-1, 24, -8, 1, -24, 4, 1, -4, 24)",48.0,"[2, 5, 8, 1, 9]"
430,"(2, -48, 4, 1, -48, -4, -2, -8, -48)",-2.0,"[2, 5, 8, 4, 7, 9]"
431,"(-2, 48, 4, -1, -48, -4, -1, 8, -48)",6.0,"[2, 5, 8, 4, 7, 9]"
432,"(2, -48, 4, 2, -48, -8, 2, -4, -24)",3.0,"[2, 5, 8, 4, 7, 9]"
433,"(-2, -24, -8, 1, -48, 8, -2, 8, -48)",9.0,"[2, 5, 8, 1, 7, 9]"
434,"(1, -24, -4, 2, -48, -4, -1, -8, 48)",46.0,"[2, 5, 8, 1, 4, 9]"
435,"(-1, 24, 4, -2, -48, -4, -1, 4, 48)",46.0,"[2, 5, 8, 4, 9]"
436,"(1, -48, -4, -2, 24, -8, -1, -8, -24)",18.0,"[2, 5, 8, 1, 4, 7, 9]"
437,"(-1, 48, -4, -2, 24, -8, 1, 4, -24)",70.0,"[2, 5, 8, 1, 4, 7, 9]"
438,"(-1, 48, 8, -1, 24, 8, 2, -8, 48)",61.0,"[2, 5, 8, 9]"
439,"(2, 48, -4, 2, -48, -4, 2, -4, -24)",46.0,"[2, 5, 8, 1, 4, 7, 9]"
440,"(2, -24, 8, -2, 24, -8, 2, -8, -48)",29.0,"[2, 5, 8, 4, 7, 9]"
441,"(-2, 24, -8, -2, -24, 4, 2, 4, -48)",27.0,"[2, 5, 8, 1, 7, 9]"
442,"(1, 48, 8, 2, -48, -8, -1, -4, -48)",4.0,"[2, 5, 8, 4, 7, 9]"
443,"(2, -48, -4, -1, -24, 4, -2, 4, -24)",5.0,"[2, 5, 8, 1, 7, 9]"
444,"(-1, -24, 4, 2, -24, 8, -2, 8, 48)",57.0,"[2, 5, 8, 9]"
445,"(-1, -48, 8, 2, -24, 8, -2, -4, -48)",10.0,"[2, 5, 8, 7, 9]"
446,"(2, -48, -8, -1, 24, -8, 2, 8, -48)",28.0,"[2, 5, 8, 1, 4, 7, 9]"
447,"(-1, -48, -4, -2, -48, -8, -2, -4, -48)",-11.0,"[2, 5, 8, 1, 4, 7, 9]"
448,"(-2, -24, -4, -1, -48, -8, 1, 4, -48)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
449,"(-2, -48, 4, 1, -24, -4, 1, -4, 24)",25.0,"[2, 5, 8, 4, 9]"
450,"(-2, -48, 8, 1, 48, -4, -1, -8, -48)",50.0,"[2, 5, 8, 4, 7, 9]"
451,"(2, -48, -4, -2, 48, -4, -2, -8, 48)",93.0,"[2, 5, 8, 1, 4, 9]"
452,"(-2, -48, 8, 2, 48, -8, -1, 4, -24)",55.0,"[2, 5, 8, 4, 7, 9]"
453,"(-2, 24, 4, 2, -24, 4, 1, 8, -24)",12.0,"[2, 5, 8, 7, 9]"
454,"(-1, 24, -4, -1, -48, 4, 1, 4, -48)",27.0,"[2, 5, 8, 1, 7, 9]"
455,"(-2, -48, 4, -2, -24, 8, 1, 4, -48)",12.0,"[2, 5, 8, 7, 9]"
456,"(2, -24, 4, 2, 24, -8, -1, 8, -24)",31.0,"[2, 5, 8, 4, 7, 9]"
457,"(-2, -48, 4, -1, 48, 8, 1, 8, 24)",33.0,"[2, 5, 8, 9]"
458,"(-1, 48, -4, 2, -24, 8, -1, -8, -48)",50.0,"[2, 5, 8, 1, 7, 9]"
459,"(2, 48, 8, -2, -24, 4, -1, 8, 24)",33.0,"[2, 5, 8, 9]"
460,"(-2, 48, 8, -2, -24, 4, -2, -4, 24)",33.0,"[2, 5, 8, 9]"
461,"(-1, -48, -4, 1, 48, 8, 2, 8, -24)",10.0,"[2, 5, 8, 1, 7, 9]"
462,"(-2, 24, -8, -2, -48, -4, -1, 4, 24)",41.0,"[2, 5, 8, 1, 4, 9]"
463,"(-2, 24, -8, -2, -48, -4, 1, 4, -24)",20.0,"[2, 5, 8, 1, 4, 7, 9]"
464,"(1, 48, -4, 1, 48, -4, -2, 4, -24)",94.0,"[2, 5, 8, 1, 4, 7, 9]"
465,"(1, -24, 4, -1, 24, 8, -1, -4, 48)",57.0,"[2, 5, 8, 9]"
466,"(2, 48, 8, -1, -24, -4, 1, 8, -48)",10.0,"[2, 5, 8, 4, 7, 9]"
467,"(1, 24, 4, -1, 24, -8, -2, -4, -24)",21.0,"[2, 5, 8, 4, 7, 9]"
468,"(-2, -24, -4, 2, -24, 4, 1, 4, -24)",1.0,"[2, 5, 8, 1, 7, 9]"
469,"(1, -24, -8, 2, 24, 8, 1, -4, 24)",29.0,"[2, 5, 8, 1, 9]"
470,"(1, -24, 4, 2, -48, 8, -2, 4, -48)",12.0,"[2, 5, 8, 7, 9]"
471,"(-2, 24, 8, -2, 24, 4, -2, -8, -48)",6.0,"[2, 5, 8, 7, 9]"
472,"(1, 24, 8, 2, 24, 4, 1, -4, 48)",57.0,"[2, 5, 8, 9]"
473,"(-2, 48, -4, -2, -24, 4, -2, 8, -24)",55.0,"[2, 5, 8, 1, 7, 9]"
474,"(-2, -24, -8, 1, 24, 4, -2, -8, -24)",-5.0,"[2, 5, 8, 1, 7, 9]"
475,"(-1, -48, 8, 2, -48, -8, -1, -4, -48)",4.0,"[2, 5, 8, 4, 7, 9]"
476,"(1, 48, 4, 1, -48, 4, 1, 4, -24)",8.0,"[2, 5, 8, 7, 9]"
477,"(-1, 48, -4, -2, -24, -8, 2, 4, -24)",44.0,"[2, 5, 8, 1, 4, 7, 9]"
478,"(-2, 48, -4, 1, -48, 8, -2, -4, -48)",49.0,"[2, 5, 8, 1, 7, 9]"
479,"(-1, 24, 4, 1, 24, -4, -2, 4, -48)",27.0,"[2, 5, 8, 4, 7, 9]"
480,"(-1, 48, -8, -1, -24, -8, -1, -8, 24)",66.0,"[2, 5, 8, 1, 4, 9]"
481,"(-1, 48, -8, 2, -48, -8, -2, -8, -48)",42.0,"[2, 5, 8, 1, 4, 7, 9]"
482,"(-1, -48, 4, -2, -24, -4, -1, 8, 48)",46.0,"[2, 5, 8, 4, 9]"
483,"(1, -48, -8, -2, -48, 8, 1, -4, 24)",29.0,"[2, 5, 8, 1, 9]"
484,"(2, 48, 8, 1, -24, 4, -2, -4, -24)",6.0,"[2, 5, 8, 7, 9]"
485,"(1, -24, -4, 1, 48, 8, 2, 8, 24)",29.0,"[2, 5, 8, 1, 9]"
486,"(2, 48, -4, 2, 48, 4, -1, 8, 48)",96.0,"[2, 5, 8, 1, 9]"
487,"(-1, 24, 8, -2, 24, -8, 1, 4, -24)",31.0,"[2, 5, 8, 4, 7, 9]"
488,"(1, 48, -8, -2, -48, -8, 2, -4, 24)",65.0,"[2, 5, 8, 1, 4, 9]"
489,"(1, -48, 4, 2, 48, 8, 2, -8, 24)",33.0,"[2, 5, 8, 9]"
490,"(1, -24, 8, -2, 24, 8, 2, 8, -24)",20.0,"[2, 5, 8, 7, 9]"
491,"(-1, -24, 8, -1, 24, 4, 1, -8, -48)",9.0,"[2, 5, 8, 7, 9]"
492,"(2, 48, -8, 1, 48, 4, 1, -8, 24)",72.0,"[2, 5, 8, 1, 9]"
493,"(-1, 24, -4, 1, 48, -4, 1, -8, -48)",67.0,"[2, 5, 8, 1, 4, 7, 9]"
494,"(-1, 48, -4, 2, -48, 4, 2, -4, -24)",49.0,"[2, 5, 8, 1, 7, 9]"
495,"(-1, -24, 4, 2, -24, 8, -1, -4, 48)",57.0,"[2, 5, 8, 9]"
496,"(1, -48, -4, -2, 24, 8, -1, 4, -48)",8.0,"[2, 5, 8, 1, 7, 9]"
497,"(-1, -24, 4, 1, 48, 4, 2, 4, -48)",8.0,"[2, 5, 8, 7, 9]"
498,"(-1, -48, -4, 2, 24, -8, -1, -8, 48)",66.0,"[2, 5, 8, 1, 4, 9]"
499,"(-2, -48, 8, -2, 24, -8, 2, 4, -24)",31.0,"[2, 5, 8, 4, 7, 9]"
500,"(1, -24, 8, -2, 24, 4, -1, -4, 24)",33.0,"[2, 5, 8, 9]"
501,"(2, -48, -8, 2, -24, -4, -2, -4, 48)",47.0,"[2, 5, 8, 1, 4, 9]"
502,"(-2, 24, 8, 2, -24, -8, 2, 4, -24)",9.0,"[2, 5, 8, 4, 7, 9]"
503,"(2, 24, 8, -2, 48, 8, -1, -4, -24)",11.0,"[2, 5, 8, 7, 9]"
504,"(-1, 24, 8, 1, 48, -4, 1, -8, 24)",76.0,"[2, 5, 8, 4, 9]"
505,"(1, 24, 8, -2, 48, -4, -1, -8, 48)",100.0,"[2, 5, 8, 4, 9]"
